new questions about attacking iraq ; is torturing terrorists necessary ? |||O O O O O O O O O O O 
she ultimately declined his services . |||O O O O O O 
how to get the message across to young people that considering the feelings of their family is just as important as being sealed for time and all eternity ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
it would have to be some sort of grassroots movement , i think , since it 's not likely to come through official , correlated channels . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
a dog can never tell you what she knows from the smells of the world , but you know , watching her , that you know almost nothing . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
rbradfo...@kc.rr.com mon , 03 jan 2005 17:46:43 gmt re : the old wedding problem |||O O O O O O O O O O O O O O 
* shrugs * i chose to have a civil ceremony largely because my wife and i were both converts and a temple ceremony would have excluded both families completely . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
from a family standpoint it sounded liek a good decision , harmony and all that ... plus the temple ceremony could be sealed a year later . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
unfortunately we started off on the wrong foot for a lot of reasons and the marriage did n't last . |||O O O O O O O O O O O O O O O O O O O O 
i ca n't help but wonder if perhaps we did ourselves a diservice by not getting sealedi ntially , and making our marriage a gospel focused one . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
it 's a tough decision to make and despite the feeling i myself caved i feel people should be understanding of the rationale . |||O O O O O O O O O O O O O O O O O O O O O O O O 
for my part if we had been sealed intially there simply would n't have been anyone there and both our families had harsh feeligns about the church as is , and a sealign would have only created more disharmony . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
for my part though , i think we started the marriage with a compromise and deined ourselves tremendous blessing and ultimately paid the price . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
peggy tatyana mon , 3 jan 2005 11:34:00 -0700 |||O O O O O O O O O 
re : the old wedding problem |||O O O O O O 
i wonder how many success stories are out there from people who chose to have a civil ceremony , and went on later to be happily sealed . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i know that was what happened with my own parents , largely because their decision to get married and my father 's decision to join the church came very close together , and they did n't want to wait the year until he would be able to enter the temple . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
they 're still together after more than 55 years . |||O O O O O O O O O O 
divorce is really stupid ... |||O O O O O 
dogbirdh...@yahoo.com 13 jan 2005 09:51:33 - 0800 divorce is really stupid ... |||O O O O O O O O O O O O 
i think divorce is really stupid . |||O O B-TRI O O O O 
it 'll take me awhile to get to thought stream that got me to that thought today . |||O O O O O O O O O O O O O O O O O O 
first off , i 'm remarried , divorced 3 years ago . |||O O O O O B-TRI O B-TRI O O O O 
i love my wife , and the kids get along just fine . |||O O O O O O O O O O O O O 
i do n't like my exwife . |||O O O O O O O 
but there was a time when i did like her ; in fact i loved her very much in spite of her numerous flaws , chief among those flaws is that she 's a narcicists . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
but we all have some sort of personality problems .... |||O O O O O O O O O O 
my wife belongs to a support group , and just for fun , they all googled their hubbies ex's . |||O O O O O O O O O O O O O O O O O O O O 
somehow , this lead me to googling my ex's boyfriend , call him b . |||O O O O O O O O O O O O O O O 
and there he was , talking about plans with his wife and kids . |||O O O O O O O O O O O O O O 
to me , b was just this one dimensional guy that was being dragged along by my exwife . |||O O O O O O O O O O O O O O O O O O O 
now , he turns out to have a 3 dimensional life too . |||O O O O O O O O O O O O O 
i guess we all do . |||O O O O O O 
i 'd like to take him out for a beer sometime . |||O O O O O O O O O O O O 
i wonder what happenned to b 's son ? |||O O O O O O O O O 
my kids never mentioned b having a son . |||O O O O O O O O O 
b 's son is apparently 16 years old , same age as my daughter . |||O O O O O O O O O O O O O O O 
i wonder if b had a huge messy divorce , and his ex took the kid out of state . |||O O O O O O O O B-TRI O O O O B-TRI O O O O O O 
i have my kids almost 50 / 50 these days , but it was a huge messy post divorce compromise that took a year to complete . |||O O O O O O O O O O O O O O O O O O B-TRI O O O O O O O O 
i wonder if b had to go through some of the same kind of shit ? |||O O O O O O O O O O O O O O O O 
perhaps my exwife has more sympathy for what it s like to be a guy on the receiving end of a divorce now ? |||O O O O O O O O O O O O O O O O O O O O O B-TRI O O 
oh my , the plot thickens . |||O O O O O O O 
she wrote an article about a divorce support group , ending it with something about mrs . b being happily married but she 's impressed by the divorce support group . |||O O O O O O B-TRI O O O O O O O O O O O O O B-TRI O O O O O O B-TRI O O O 
and that was only 4 years ago ! |||O O O O O O O O 
mr. and mrs . b had a real life too . |||O O O O O O O O O O O 
they shared dreams together , raised a kid , and probably had a lot of fun together . |||O O O O O O O O O O O O O O O O O O 
now i 'm even more curious about the b 's kid . |||O O O O O O O O O O O O 
she still lives in town here . |||O O O O O O O 
maybe there was some sort of terrible tragedy ??? |||O O O O O O O O O 
i 'll have to ask about b 's kid when my own kids switch off next week . |||O O O O O O O O O O O O O O O O O O 
sometimes we want to see marriage one dimensionally . |||O O O O O B-TRI O O O 
either it s bad or good . |||O B-TRI O O O O O 
i know my first marriage had a lot of good adventures , a lot of friendship , a lot of love . |||O O O O B-TRI O O O O O O O O O O O O O O O O O 
oh , yeah , it was n't perfect . |||O O O O B-TRI O O O O 
my exwife is a total pain in the ass much of the time , and i tried to let her do what she wanted , sometimes i could n't . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
but , even to the end , we loved each other . |||O O O O O O O O O O O O 
and now , i see the lost family ties . |||O O O O O O O O O O 
she 's lost my family , i 'm slowly drifting out of touch with her family . |||O O O O O O O O O O O O O O O O O 
we both build new lives . |||O O O O O O 
but you know , as long as the kids are shared , you ca n't total get this exspouse out of your mental psyche . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
they say it takes one year for every two that you were married . |||O O O O O O O O O O O O B-TRI O 
my wife 's name is m . we 're going to a bed and breakfast this weekend , to get away , relax . |||O O O O O O O O O B-TRI O O O O O O O O O O O O O O 
m and i are slowly building a history of our own together . |||O O O O O O O O O O O O O 
we share adventures together , we share adventure with my kids , and with our dogs . |||O O O O O O O O O O O O O O O O O 
and , i take lots of pictures . |||O O O O O O O O 
i really have n't changed very much from who i was before . |||O O O O O O O O O O O O O 
although , the dog thing is really post divorce . |||O O O O O O O O B-TRI O 
lots and lots of pictures . |||O O O O O O 
sometimes i look at the old photos , before divorce . |||O O O O O O O O O B-TRI O 
we smiled together , laughed , hugged . |||O O O O O O O O 
i was one of the first digital camera users , and i have too many photos from my first marriage . |||O O O O O O O O O O O O O O O O O O O B-TRI O 
sometimes i feel like i 'm racing to create enough photos of my new life to outweigh the long history of my first life . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
that 's going to take awhile ... |||O O O O O O O 
luckily , we flawed human beings live long lives , and digital cameras take lots and lots of pictures ! |||O O O O O O O O O O O O O O O O O O O O 
if my exwife does n't dump b , maybe they 'll wind up staying together , maybe even getting married . |||O O O O O O O O O O O O O O O O O O O B-TRI O 
i think that would be nice . |||O O O O O O O 
and they too will begin the process of rebuilding their " together " lives . |||O O O O O O O O O O O O O O O 
i 'm assuming there is some humanity beneath my exwife 's narcicistic shell , but i do believe there is . |||O O O O O O O O O O O O O O O O O O O O O 
b seems like a decent enough person too . |||O O O O O O O O O 
so , b and my ex will be doing the same thing that i 'm doing . |||O O O O O O O O O O O O O O O O O 
anyway , all of this gets me back to my original point . |||O O O O O O O O O O O O O 
divorce seems really really stupid . |||B-TRI O O O O O 
it seems to me , that beneath it all , we all want the same things . |||O O O O O O O O O O O O O O O O O 
love , companionship , and a partner for our life 's journies . |||O O O O O O O O O O O O O 
none of this makes total sense to me . |||O O O O O O O O O 
but i just thought i 'd ramble . |||O O O O O O O O 
barbara sz. 13 jan 2005 10:49:39 - 0800 |||O O O O O O O O 
re : divorce is really stupid ... |||O O O O O O O 
your post made me horribly sad . |||O O O O O O O 
my ex has that nice new life with the child - bride and the 2 cats and 2 dogs and new house and my son primarily lives with them even though he ends up being at my place 1 / 2 the time in a 2 - week period . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
i live in a 961 sq. ft. apartment . |||O O O O O O O O O 
